0.70,0.13,0.09,0.79,0.42,0.15,0.45,0.76,0.96,0.07,1,0.27,0.09,0.56,0.32,0.71,0.52,0.81,0.04,0.37,0.16,0.81,0.28,0.28,0.40,0.25,0.30,0.63,0.65,0.74,0.63,0.29,0.64,N/A,0.30,0.03,0.94,0.29,0.09,0.81,0.17,0.82,0.82,N/A,0.76,0.35
0.28,0.10,0.08,0.28,0.13,0.04,0.20,0.28,0.27,-0.03,0.27,1,-0.01,0.18,0.23,0.19,0.16,0.33,0.06,0.05,0.06,0.30,0.24,0.10,0.02,0.00,0.02,0.20,0.21,0.35,0.25,0.09,0.00,N/A,0.02,-0.02,0.27,0.04,0.02,0.32,-0.03,0.34,0.19,N/A,0.38,0.11
0.13,-0.00,-0.03,0.30,0.04,-0.00,0.08,0.07,0.08,0.01,0.09,-0.01,1,0.15,0.04,0.09,0.30,0.11,-0.03,0.06,0.06,0.20,0.01,0.05,0.48,0.03,0.05,0.11,0.07,0.08,0.07,0.00,0.03,N/A,0.05,-0.01,0.17,0.05,0.04,0.20,0.46,0.09,0.10,N/A,0.14,0.04
0.69,0.17,0.07,0.52,0.29,0.14,0.38,0.60,0.58,0.53,0.56,0.18,0.15,1,0.24,0.54,0.39,0.55,0.05,0.27,0.42,0.62,0.20,0.14,0.27,0.16,0.21,0.44,0.51,0.61,0.51,0.17,0.17,N/A,0.21,-0.01,0.55,0.18,0.11,0.59,0.32,0.61,0.45,N/A,0.55,0.23
0.27,0.14,0.17,0.24,0.18,0.05,0.22,0.28,0.30,0.07,0.32,0.23,0.04,0.24,1,0.24,0.14,0.27,-0.01,0.10,0.26,0.32,0.49,0.14,0.20,0.09,0.07,0.18,0.21,0.26,0.29,0.10,0.18,N/A,0.07,0.08,0.29,0.12,0.18,0.30,0.09,0.31,0.26,N/A,0.53,0.38
0.62,0.19,0.05,0.61,0.62,0.17,0.43,0.69,0.72,0.11,0.71,0.19,0.09,0.54,0.24,1,0.41,0.64,0.12,0.68,0.24,0.76,0.31,0.21,0.55,0.66,0.76,0.56,0.82,0.66,0.55,0.24,0.33,N/A,0.76,0.14,0.71,0.27,0.08,0.70,0.20,0.66,0.60,N/A,0.68,0.29
0.49,0.14,0.06,0.58,0.16,0.42,0.40,0.54,0.53,0.02,0.52,0.16,0.30,0.39,0.14,0.41,1,0.53,-0.03,0.22,0.12,0.52,0.22,0.17,0.31,0.10,0.12,0.79,0.53,0.53,0.50,0.21,0.11,N/A,0.12,0.01,0.53,0.14,0.19,0.53,0.20,0.52,0.37,N/A,0.49,0.15
0.71,0.20,0.14,0.89,0.32,0.18,0.46,0.76,0.83,0.03,0.81,0.33,0.11,0.55,0.27,0.64,0.53,1,0.00,0.32,0.18,0.75,0.29,0.28,0.32,0.20,0.22,0.61,0.63,0.76,0.61,0.27,0.21,N/A,0.22,0.05,0.80,0.17,0.12,0.82,0.15,0.84,0.58,N/A,0.74,0.30
-0.00,-0.01,-0.11,0.02,0.07,-0.06,0.10,0.06,0.04,-0.01,0.04,0.06,-0.03,0.05,-0.01,0.12,-0.03,0.00,1,0.16,0.01,0.04,0.13,0.06,0.06,0.08,0.12,-0.02,0.06,0.09,0.03,0.04,0.01,N/A,0.12,-0.03,0.04,-0.04,0.06,0.03,-0.06,0.02,-0.01,N/A,0.09,0.02
0.33,0.18,0.01,0.34,0.55,0.13,0.26,0.35,0.38,0.05,0.37,0.05,0.06,0.27,0.10,0.68,0.22,0.32,0.16,1,0.30,0.44,0.21,0.01,0.46,0.68,0.77,0.36,0.59,0.33,0.27,0.08,0.21,N/A,0.77,0.15,0.36,0.14,0.08,0.41,0.17,0.35,0.33,N/A,0.32,0.20
0.20,0.07,0.04,0.16,0.15,0.10,0.15,0.18,0.17,0.39,0.16,0.06,0.06,0.42,0.26,0.24,0.12,0.18,0.01,0.30,1,0.19,0.16,0.06,0.15,0.15,0.19,0.12,0.23,0.14,0.14,0.07,0.07,N/A,0.19,0.01,0.16,0.12,0.14,0.21,0.41,0.20,0.14,N/A,0.21,0.15
0.72,0.16,0.07,0.76,0.59,0.20,0.47,0.78,0.83,0.11,0.81,0.30,0.20,0.62,0.32,0.76,0.52,0.75,0.04,0.44,0.19,1,0.31,0.28,0.44,0.33,0.38,0.66,0.71,0.79,0.66,0.26,0.31,N/A,0.38,0.06,0.79,0.22,0.06,0.83,0.22,0.89,0.65,N/A,0.77,0.31
0.19,0.13,0.05,0.25,0.22,0.10,0.27,0.25,0.26,0.11,0.28,0.24,0.01,0.20,0.49,0.31,0.22,0.29,0.13,0.21,0.16,0.31,1,0.21,0.17,0.15,0.13,0.26,0.25,0.27,0.27,0.20,0.07,N/A,0.13,0.09,0.24,0.08,0.09,0.31,0.10,0.32,0.14,N/A,0.38,0.20
0.22,0.00,0.03,0.25,0.17,-0.00,0.16,0.32,0.29,0.02,0.28,0.10,0.05,0.14,0.14,0.21,0.17,0.28,0.06,0.01,0.06,0.28,0.21,1,0.20,0.02,0.03,0.27,0.16,0.27,0.25,0.15,0.10,N/A,0.03,0.00,0.29,0.12,0.08,0.30,0.15,0.28,0.22,N/A,0.29,0.06
0.33,0.10,0.02,0.38,0.36,0.05,0.20,0.33,0.38,0.09,0.40,0.02,0.48,0.27,0.20,0.55,0.31,0.32,0.06,0.46,0.15,0.44,0.17,0.20,1,0.48,0.50,0.33,0.44,0.27,0.28,0.11,0.31,N/A,0.50,0.19,0.44,0.14,0.10,0.39,0.32,0.32,0.39,N/A,0.39,0.23
0.22,0.15,-0.07,0.20,0.56,0.06,0.14,0.22,0.25,0.05,0.25,0.00,0.03,0.16,0.09,0.66,0.10,0.20,0.08,0.68,0.15,0.33,0.15,0.02,0.48,1,0.88,0.27,0.56,0.20,0.20,0.02,0.17,N/A,0.88,0.64,0.25,0.10,0.02,0.30,0.11,0.20,0.25,N/A,0.25,0.18
0.26,0.16,-0.05,0.23,0.64,0.09,0.18,0.26,0.30,0.06,0.30,0.02,0.05,0.21,0.07,0.76,0.12,0.22,0.12,0.77,0.19,0.38,0.13,0.03,0.50,0.88,1,0.30,0.64,0.22,0.19,0.03,0.22,N/A,1.00,0.20,0.30,0.18,0.06,0.34,0.15,0.24,0.29,N/A,0.27,0.15
0.57,0.12,0.18,0.62,0.46,0.19,0.36,0.62,0.63,0.05,0.63,0.20,0.11,0.44,0.18,0.56,0.79,0.61,-0.02,0.36,0.12,0.66,0.26,0.27,0.33,0.27,0.30,1,0.55,0.59,0.52,0.25,0.19,N/A,0.30,0.07,0.61,0.18,0.12,0.67,0.18,0.62,0.47,N/A,0.56,0.22
0.64,0.21,0.09,0.62,0.55,0.62,0.56,0.66,0.67,0.07,0.65,0.21,0.07,0.51,0.21,0.82,0.53,0.63,0.06,0.59,0.23,0.71,0.25,0.16,0.44,0.56,0.64,0.55,1,0.63,0.67,0.22,0.23,N/A,0.64,0.12,0.66,0.20,0.14,0.66,0.18,0.65,0.54,N/A,0.65,0.25
0.73,0.16,0.13,0.79,0.33,0.17,0.45,0.84,0.80,0.08,0.74,0.35,0.08,0.61,0.26,0.66,0.53,0.76,0.09,0.33,0.14,0.79,0.27,0.27,0.27,0.20,0.22,0.59,0.63,1,0.61,0.24,0.19,N/A,0.22,0.06,0.76,0.16,0.09,0.76,0.11,0.79,0.58,N/A,0.77,0.24
0.59,0.13,0.09,0.57,0.35,0.41,0.48,0.60,0.64,0.08,0.63,0.25,0.07,0.51,0.29,0.55,0.50,0.61,0.03,0.27,0.14,0.66,0.27,0.25,0.28,0.20,0.19,0.52,0.67,0.61,1,0.26,0.19,N/A,0.19,0.10,0.62,0.15,0.13,0.63,0.15,0.64,0.49,N/A,0.63,0.27
0.24,0.10,0.08,0.27,0.10,0.10,0.25,0.27,0.30,0.02,0.29,0.09,0.00,0.17,0.10,0.24,0.21,0.27,0.04,0.08,0.07,0.26,0.20,0.15,0.11,0.02,0.03,0.25,0.22,0.24,0.26,1,0.12,N/A,0.03,-0.01,0.31,0.08,0.05,0.28,0.04,0.28,0.22,N/A,0.30,0.06
0.21,0.00,0.02,0.20,0.26,-0.02,0.11,0.23,0.56,0.06,0.64,0.00,0.03,0.17,0.18,0.33,0.11,0.21,0.01,0.21,0.07,0.31,0.07,0.10,0.31,0.17,0.22,0.19,0.23,0.19,0.19,0.12,1,N/A,0.22,0.00,0.60,0.28,0.02,0.25,0.09,0.25,0.72,N/A,0.25,0.22
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.26,0.16,-0.05,0.23,0.64,0.09,0.18,0.26,0.30,0.06,0.30,0.02,0.05,0.21,0.07,0.76,0.12,0.22,0.12,0.77,0.19,0.38,0.13,0.03,0.50,0.88,1.00,0.30,0.64,0.22,0.19,0.03,0.22,N/A,1,0.20,0.30,0.18,0.06,0.34,0.15,0.24,0.29,N/A,0.27,0.15
0.03,0.05,-0.06,0.03,0.13,-0.01,-0.00,0.04,0.03,0.00,0.03,-0.02,-0.01,-0.01,0.08,0.14,0.01,0.05,-0.03,0.15,0.01,0.06,0.09,0.00,0.19,0.64,0.20,0.07,0.12,0.06,0.10,-0.01,0.00,N/A,0.20,1,0.04,-0.08,-0.04,0.07,-0.01,0.02,0.04,N/A,0.07,0.13
0.71,0.15,0.12,0.83,0.39,0.17,0.44,0.79,0.94,0.06,0.94,0.27,0.17,0.55,0.29,0.71,0.53,0.80,0.04,0.36,0.16,0.79,0.24,0.29,0.44,0.25,0.30,0.61,0.66,0.76,0.62,0.31,0.60,N/A,0.30,0.04,1,0.26,0.10,0.79,0.17,0.80,0.80,N/A,0.77,0.34
0.17,0.04,-0.01,0.16,0.14,0.01,0.14,0.19,0.25,0.04,0.29,0.04,0.05,0.18,0.12,0.27,0.14,0.17,-0.04,0.14,0.12,0.22,0.08,0.12,0.14,0.10,0.18,0.18,0.20,0.16,0.15,0.08,0.28,N/A,0.18,-0.08,0.26,1,-0.00,0.20,0.20,0.20,0.30,N/A,0.19,0.05
0.12,0.07,-0.01,0.13,-0.00,0.12,0.10,0.09,0.09,0.03,0.09,0.02,0.04,0.11,0.18,0.08,0.19,0.12,0.06,0.08,0.14,0.06,0.09,0.08,0.10,0.02,0.06,0.12,0.14,0.09,0.13,0.05,0.02,N/A,0.06,-0.04,0.10,-0.00,1,0.09,0.09,0.08,0.05,N/A,0.13,0.11
0.70,0.17,0.05,0.83,0.50,0.16,0.45,0.76,0.82,0.08,0.81,0.32,0.20,0.59,0.30,0.70,0.53,0.82,0.03,0.41,0.21,0.83,0.31,0.30,0.39,0.30,0.34,0.67,0.66,0.76,0.63,0.28,0.25,N/A,0.34,0.07,0.79,0.20,0.09,1,0.24,0.90,0.58,N/A,0.76,0.29
0.18,0.03,0.02,0.22,0.12,0.06,0.07,0.13,0.15,0.13,0.17,-0.03,0.46,0.32,0.09,0.20,0.20,0.15,-0.06,0.17,0.41,0.22,0.10,0.15,0.32,0.11,0.15,0.18,0.18,0.11,0.15,0.04,0.09,N/A,0.15,-0.01,0.17,0.20,0.09,0.24,1,0.18,0.19,N/A,0.17,0.08
0.72,0.17,0.08,0.83,0.36,0.18,0.46,0.79,0.84,0.12,0.82,0.34,0.09,0.61,0.31,0.66,0.52,0.84,0.02,0.35,0.20,0.89,0.32,0.28,0.32,0.20,0.24,0.62,0.65,0.79,0.64,0.28,0.25,N/A,0.24,0.02,0.80,0.20,0.08,0.90,0.18,1,0.61,N/A,0.76,0.31
0.74,0.09,0.11,0.57,0.36,0.11,0.33,0.59,0.79,0.06,0.82,0.19,0.10,0.45,0.26,0.60,0.37,0.58,-0.01,0.33,0.14,0.65,0.14,0.22,0.39,0.25,0.29,0.47,0.54,0.58,0.49,0.22,0.72,N/A,0.29,0.04,0.80,0.30,0.05,0.58,0.19,0.61,1,N/A,0.58,0.29
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.69,0.17,0.13,0.75,0.37,0.17,0.43,0.78,0.78,0.06,0.76,0.38,0.14,0.55,0.53,0.68,0.49,0.74,0.09,0.32,0.21,0.77,0.38,0.29,0.39,0.25,0.27,0.56,0.65,0.77,0.63,0.30,0.25,N/A,0.27,0.07,0.77,0.19,0.13,0.76,0.17,0.76,0.58,N/A,1,0.33
0.27,0.01,0.13,0.27,0.22,0.05,0.19,0.24,0.32,0.03,0.35,0.11,0.04,0.23,0.38,0.29,0.15,0.30,0.02,0.20,0.15,0.31,0.20,0.06,0.23,0.18,0.15,0.22,0.25,0.24,0.27,0.06,0.22,N/A,0.15,0.13,0.34,0.05,0.11,0.29,0.08,0.31,0.29,N/A,0.33,1
