0.22,N/A,0.12,0.07,-0.00,0.34,0.15,0.15,0.18,0.29,0.05,0.23,0.09,0.35,N/A,N/A,0.08,0.07,-0.02,0.13,0.13,0.32,1,0.48,0.22,0.21,0.24,0.20,0.09,N/A,0.03,0.10
0.24,N/A,0.15,0.14,-0.05,0.39,0.10,0.20,0.36,0.12,0.08,0.32,0.07,0.16,N/A,N/A,0.30,0.10,-0.01,0.15,0.24,0.48,0.48,1,0.23,0.25,0.24,0.11,0.22,N/A,0.05,0.11
0.27,N/A,0.24,0.49,0.12,0.31,0.34,0.91,0.29,0.22,0.31,0.33,0.21,0.59,N/A,N/A,0.20,0.44,0.06,0.21,0.24,0.02,0.22,0.23,1,0.09,0.22,0.50,0.18,N/A,0.30,0.33
0.28,N/A,0.11,0.11,0.00,0.22,0.13,0.06,0.33,0.08,0.04,0.22,0.18,0.33,N/A,N/A,0.27,0.11,0.11,0.06,0.34,0.33,0.21,0.25,0.09,1,0.12,0.20,0.22,N/A,0.07,0.17
0.08,N/A,0.69,0.09,-0.06,0.29,0.34,0.08,0.34,0.12,0.02,0.19,0.10,0.23,N/A,N/A,0.08,0.12,0.02,0.25,0.12,0.12,0.24,0.24,0.22,0.12,1,0.50,0.20,N/A,0.29,0.05
0.34,N/A,0.46,0.39,-0.04,0.39,0.45,0.34,0.30,0.51,0.23,0.54,0.36,0.61,N/A,N/A,0.24,0.30,0.13,0.26,0.14,0.10,0.20,0.11,0.50,0.20,0.50,1,0.17,N/A,0.39,0.17
0.25,N/A,0.09,0.03,-0.13,0.26,0.20,0.10,0.08,0.01,0.01,0.30,0.21,0.26,N/A,N/A,0.25,0.09,-0.02,0.04,0.47,0.14,0.09,0.22,0.18,0.22,0.20,0.17,1,N/A,0.09,0.18
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.20,N/A,0.29,0.26,-0.01,0.26,0.24,0.23,0.25,0.07,0.60,0.25,0.14,0.34,N/A,N/A,0.08,0.32,0.17,0.10,0.07,0.12,0.03,0.05,0.30,0.07,0.29,0.39,0.09,N/A,1,0.23
0.28,N/A,0.06,0.11,0.06,0.12,0.12,0.34,0.26,0.13,0.24,0.32,0.06,0.39,N/A,N/A,0.23,0.24,0.07,0.05,0.45,0.00,0.10,0.11,0.33,0.17,0.05,0.17,0.18,N/A,0.23,1
